Group	Strains	Similarity	Accession	Genus_Species	Taxon
D1	D102048	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D102049	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D102050	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D102054	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D102055	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D102061	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D102063	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D102067	100.00	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D1	D103004	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D103031	100.00	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D1	D103043	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D1	D103068	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D104005	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D104008	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D104017	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D1	D104028	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D104035	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D104036	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D104040	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D104056	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D104092	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D104094	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D104112	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D1	D105005	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D105006	100.00	GU586225	Virgibacillus campisalis	Firmicutes;Bacilli;Bacillales;Bacillaceae
D1	D105010	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D105013	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D1	D105016	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D1	D105018	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D105026	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D105028	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D105040	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D105043	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D105044	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D1	D105047	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D105053	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D106001	100.00	MG601116	Bacillus fungorum	Firmicutes;Bacilli;Bacillales;Bacillaceae
D1	D106002	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D1	D106071	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D102024	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D107039	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D107043	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D107052	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D107053	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D107055	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D107075	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D107076	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D1	D107099	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D1	D108002	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D108012	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D110006	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D110009	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D110016	100.00	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D1	D110017	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D110033	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D110041	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D111003	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D111009	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D111012	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D111026	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D111031	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D111034	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D1	D111038	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D112003	100.00	jgi.1085739	Lutimaribacter saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D112007	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D112011	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D113034	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D113008	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D1	D115004	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D115024	100.00	AY706935	Erythrobacter vulgaris	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae
D1	D115027	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D101050	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D105051A	94.11	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D109044B	95.44	MG822733	Maribellus luteus	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D107104A	95.94	KM406782	Raineyella antarctica	Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae
D1	D103039A	95.97	Y10678	Sandaracinobacter sibiricus	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
D1	D112030	96.22	MH282460	Sinorhodobacter populi	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D115005	96.28	MH282460	Sinorhodobacter populi	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D104097A	96.28	MH282460	Sinorhodobacter populi	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D115008	96.36	ARAY01000031	Wenxinia marina	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D106041B	96.46	ARAY01000031	Wenxinia marina	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D111045B	96.64	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D1	D109052B	96.73	FO203363	Marinobacter hydrocarbonoclasticus	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter hydrocarbonoclasticus
D1	D106047B	96.75	MF774691	Acidimangrovimonas pyrenivorans	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D106073B	97.12	FR874098	Ornithinimicrobium murale	Actinobacteria;Actinomycetia;Dermatophilales;Ornithinimicrobiaceae
D1	D106070A	97.13	AM745438	Rhodobacter maris	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D103042A	97.30	AYXI01000121	Acidimangrovimonas indica	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D104020B	97.32	KU195387	Microbaculum marinum	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae
D1	D115048B	97.64	KJ729028	Ascidiaceihabitans donghaensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D109047B	97.65	DQ120728	Pseudodonghicola xiamenensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D101116B	97.66	MH596855	Tropicibacter alexandrii	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D101116C	97.66	MH596855	Tropicibacter alexandrii	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D111079A	97.66	KJ729028	Ascidiaceihabitans donghaensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D104023B	97.67	MH197117	Nioella ostreopsis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D104023A	97.68	MH197117	Nioella ostreopsis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D107096A	97.69	KJ729028	Ascidiaceihabitans donghaensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D104071A	97.72	MF113254	Aquicoccus porphyridii	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D111063B	97.78	JFKC01000052	Marivita geojedonensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D109037B	97.78	DQ120728	Pseudodonghicola xiamenensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D102039A	97.79	KX099618	Acidimangrovimonas sediminis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D113005A	97.85	KU321207	Psychromarinibacter halotolerans	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D115026C	97.87	AY636111	Ornithinimicrobium kibberense	Actinobacteria;Actinomycetia;Dermatophilales;Ornithinimicrobiaceae
D1	D110035	97.90	AMXF01000339	Thauera phenylacetica	Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae
D1	D104043A	97.91	AMXF01000339	Thauera phenylacetica	Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae
D1	D102041B	97.92	KX099618	Acidimangrovimonas sediminis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D104067A	97.92	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D106035A	97.92	AMXF01000339	Thauera phenylacetica	Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae
D1	D109051A	97.92	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D110045B	97.92	CAIZ01000036	Phycicoccus elongatus	Actinobacteria;Actinomycetia;Dermatophilales;Intrasporangiaceae
D1	D104044A	97.92	AMXF01000339	Thauera phenylacetica	Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae
D1	D106020A	97.92	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D109009A	97.92	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D109038B	97.92	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D110011B	97.92	KX099618	Acidimangrovimonas sediminis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D103041B	97.93	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D104043B	97.93	AMXF01000339	Thauera phenylacetica	Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae
D1	D103028A	97.95	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D112032	97.95	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D102007C	97.95	KX099618	Acidimangrovimonas sediminis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D106082A	97.98	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D107008	98.03	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D107005	98.03	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D107006	98.03	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D11004	98.03	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101053B	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D103039B	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D104015A	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D106027	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D11001	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101014B	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101054B	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D104015B	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D107040B	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D107083A	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D108029B	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D110007A	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D110007B	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101011B	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101018A	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D110005B	98.04	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101014A	98.05	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101018B	98.05	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101016A	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101041A	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101054A	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D104027A	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D107042B	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101037B	98.08	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101053A	98.08	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D102011A	98.08	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D104025B	98.08	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D112022	98.11	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D1	D112027C	98.20	RZMY01000006	Muricauda beolgyonensis	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
D1	D102019A	98.30	jgi.1055363	Salipiger thiooxidans	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D101104A	98.31	jgi.1107918	Marivita hallyeonensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D102019B	98.31	jgi.1055363	Salipiger thiooxidans	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D106038B	98.31	RZMY01000006	Muricauda beolgyonensis	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
D1	D108022B	98.33	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D106029A	98.33	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D1	D106038A	98.35	RZMY01000006	Muricauda beolgyonensis	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
D1	D112026A	98.35	RZMY01000006	Muricauda beolgyonensis	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
D1	D104065A	98.42	AY636111	Ornithinimicrobium kibberense	Actinobacteria;Actinomycetia;Dermatophilales;Ornithinimicrobiaceae
D1	D115035C	98.43	MF034047	Zhengella mangrovi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae
D1	D112017B	98.44	jgi.1107621	Roseovarius litoreus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D102016A	98.44	DQ401091	Pelagibius litoralis	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
D1	D103048A	98.44	jgi.1048977	Roseinatronobacter thiooxidans	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D115035A	98.44	MF034047	Zhengella mangrovi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae
D1	D112018	98.46	jgi.1107621	Roseovarius litoreus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D102016B	98.46	DQ401091	Pelagibius litoralis	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
D1	D103045A	98.49	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D106073A	98.56	KF732818	Gemmobacter aestuarii	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D106031B	98.56	MF113251	Aestuariicoccus marinus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D106031A	98.57	MF113251	Aestuariicoccus marinus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D110049	98.57	RZMY01000006	Muricauda beolgyonensis	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
D1	D103027A	98.59	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D106081B	98.61	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D110071B	98.70	HQ203045	Erythrobacter pelagi	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae
D1	D111013A	98.74	LGIA01000015	Sunxiuqinia dokdonensis	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D110078B	98.82	DQ458821	Marinobacter pelagius	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter pelagius
D1	D107016A	98.83	LT674162	Kocuria salina	Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae
D1	D102015B	98.83	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D104068B	98.85	AY636111	Ornithinimicrobium kibberense	Actinobacteria;Actinomycetia;Dermatophilales;Ornithinimicrobiaceae
